frame_number,time_s,tag,probability,x,y,w,h
100,3.3333333333333335,egg,0.910156,80,48,8,8
100,3.3333333333333335,egg,0.808594,128,56,16,16
100,3.3333333333333335,bee,0.988281,48,72,8,8
100,3.3333333333333335,bee,0.8125,64,72,16,16
100,3.3333333333333335,bee,0.996094,88,72,16,8
100,3.3333333333333335,bee,0.988281,128,72,8,8
100,3.3333333333333335,bee,0.988281,8,80,32,16
100,3.3333333333333335,egg,0.996094,56,80,24,24
100,3.3333333333333335,egg,0.996094,88,88,8,8
100,3.3333333333333335,bee,0.992188,96,88,64,48
100,3.3333333333333335,egg,0.921875,136,88,16,16
100,3.3333333333333335,bee,0.996094,160,96,16,8
100,3.3333333333333335,bee,0.972656,216,96,8,8
100,3.3333333333333335,bee,0.9375,16,104,16,16
100,3.3333333333333335,bee,0.757812,48,104,8,16
100,3.3333333333333335,egg,0.996094,72,112,24,16
100,3.3333333333333335,bee,0.972656,16,128,8,16
100,3.3333333333333335,egg,0.972656,24,136,16,24
100,3.3333333333333335,egg,0.964844,80,136,16,32
100,3.3333333333333335,bee,0.996094,184,144,8,8
100,3.3333333333333335,bee,0.675781,208,152,8,8
100,3.3333333333333335,bee,0.851562,24,160,8,16
100,3.3333333333333335,bee,0.976562,184,160,8,8
100,3.3333333333333335,bee,0.523438,72,168,8,8
100,3.3333333333333335,bee,0.671875,96,168,8,8
100,3.3333333333333335,egg,0.710938,56,184,16,8
100,3.3333333333333335,bee,0.96875,80,184,8,8
100,3.3333333333333335,bee,0.71875,24,192,8,8
100,3.3333333333333335,bee,0.984375,112,192,8,8
100,3.3333333333333335,bee,0.652344,128,192,16,8
100,3.3333333333333335,bee,0.984375,184,200,8,8
100,3.3333333333333335,bee,0.949219,96,208,16,8
105,3.5,bee,0.839844,64,8,8,8
105,3.5,bee,0.824219,80,8,16,8
105,3.5,bee,0.578125,32,16,8,8
105,3.5,egg,0.664062,72,24,8,8
105,3.5,bee,0.988281,104,24,16,40
105,3.5,bee,0.972656,152,24,8,8
105,3.5,bee,0.996094,128,32,16,8
105,3.5,bee,0.933594,64,40,16,8
105,3.5,egg,0.960938,32,48,8,16
105,3.5,egg,0.679688,48,48,16,8
105,3.5,egg,0.980469,80,48,8,8
105,3.5,bee,0.898438,64,56,8,8
105,3.5,egg,0.597656,128,56,8,8
105,3.5,bee,0.996094,40,72,16,8
105,3.5,bee,0.695312,64,72,16,16
105,3.5,bee,0.996094,88,72,16,8
105,3.5,egg,0.753906,112,72,8,8
105,3.5,bee,0.929688,128,72,8,8
105,3.5,egg,0.996094,56,80,8,16
105,3.5,egg,0.996094,72,88,24,16
105,3.5,bee,0.976562,120,88,8,8
105,3.5,egg,0.9375,136,88,16,16
105,3.5,bee,0.992188,96,96,8,24
105,3.5,egg,0.589844,120,96,8,8
105,3.5,bee,0.996094,160,96,16,8
105,3.5,bee,0.5,216,96,8,8
105,3.5,egg,0.96875,72,112,16,16
105,3.5,egg,0.972656,24,128,16,32
105,3.5,bee,0.941406,96,128,8,8
105,3.5,egg,0.960938,80,136,16,32
105,3.5,bee,0.996094,112,144,16,16
105,3.5,bee,0.996094,184,144,8,8
105,3.5,bee,0.957031,96,152,8,8
105,3.5,bee,0.953125,184,160,8,8
105,3.5,bee,0.714844,96,168,8,8
105,3.5,bee,0.898438,152,168,24,24
105,3.5,bee,0.90625,16,184,8,8
105,3.5,egg,0.667969,64,184,8,8
105,3.5,bee,0.980469,80,184,8,8
105,3.5,bee,0.992188,112,184,32,16
105,3.5,bee,0.992188,184,192,8,16
110,3.6666666666666665,bee,0.550781,32,16,8,8
110,3.6666666666666665,bee,0.578125,64,16,8,8
110,3.6666666666666665,bee,0.980469,88,24,32,40
110,3.6666666666666665,bee,0.9375,168,32,8,16
110,3.6666666666666665,bee,0.988281,64,40,16,8
110,3.6666666666666665,egg,0.945312,32,48,8,16
110,3.6666666666666665,egg,0.953125,48,48,16,16
110,3.6666666666666665,egg,0.984375,80,48,8,8
110,3.6666666666666665,bee,0.847656,64,56,16,32
110,3.6666666666666665,egg,0.5,24,72,8,8
110,3.6666666666666665,bee,0.996094,88,72,16,8
110,3.6666666666666665,egg,0.980469,112,72,8,8
110,3.6666666666666665,bee,0.976562,120,72,8,24
110,3.6666666666666665,bee,0.601562,208,72,8,8
110,3.6666666666666665,egg,0.996094,56,80,8,8
110,3.6666666666666665,bee,0.953125,24,88,24,8
110,3.6666666666666665,egg,0.9375,136,88,16,16
110,3.6666666666666665,bee,0.867188,96,96,8,24
110,3.6666666666666665,egg,0.917969,120,96,8,8
110,3.6666666666666665,bee,0.996094,160,96,8,8
110,3.6666666666666665,bee,0.867188,8,104,32,32
110,3.6666666666666665,bee,0.945312,48,104,16,16
110,3.6666666666666665,egg,0.640625,16,120,8,8
110,3.6666666666666665,bee,0.988281,48,128,24,32
110,3.6666666666666665,bee,0.949219,96,128,8,8
110,3.6666666666666665,egg,0.964844,80,136,16,32
110,3.6666666666666665,bee,0.996094,112,144,16,16
110,3.6666666666666665,bee,0.996094,184,144,16,8
110,3.6666666666666665,bee,0.960938,96,152,8,8
110,3.6666666666666665,bee,0.71875,16,160,8,8
110,3.6666666666666665,bee,0.949219,32,160,8,8
110,3.6666666666666665,bee,0.792969,184,160,16,16
110,3.6666666666666665,bee,0.601562,72,168,8,8
110,3.6666666666666665,bee,0.757812,96,168,8,8
110,3.6666666666666665,bee,0.996094,152,168,8,8
110,3.6666666666666665,bee,0.984375,168,176,8,16
110,3.6666666666666665,bee,0.878906,8,184,8,8
110,3.6666666666666665,egg,0.730469,64,184,8,8
110,3.6666666666666665,bee,0.921875,80,184,8,8
110,3.6666666666666665,bee,0.996094,120,184,16,16
110,3.6666666666666665,bee,0.738281,176,200,8,8
115,3.8333333333333335,bee,0.757812,32,16,8,8
115,3.8333333333333335,bee,0.980469,48,16,8,8
115,3.8333333333333335,bee,0.628906,64,16,8,8
115,3.8333333333333335,bee,0.695312,192,16,8,8
115,3.8333333333333335,bee,0.980469,88,24,32,40
115,3.8333333333333335,bee,0.949219,40,32,16,16
115,3.8333333333333335,bee,0.992188,64,32,16,16
115,3.8333333333333335,bee,0.917969,24,40,8,24
115,3.8333333333333335,bee,0.792969,8,48,8,8
115,3.8333333333333335,egg,0.957031,32,48,8,16
115,3.8333333333333335,egg,0.984375,48,48,16,16
115,3.8333333333333335,egg,0.957031,80,48,8,8
115,3.8333333333333335,bee,0.75,64,56,8,8
115,3.8333333333333335,bee,0.972656,40,64,16,16
115,3.8333333333333335,egg,0.523438,24,72,8,8
115,3.8333333333333335,bee,0.59375,64,72,16,16
115,3.8333333333333335,bee,0.996094,88,72,16,8
115,3.8333333333333335,egg,0.984375,112,72,8,8
115,3.8333333333333335,bee,0.960938,120,72,8,16
115,3.8333333333333335,bee,0.675781,208,72,8,8
115,3.8333333333333335,egg,0.996094,56,80,8,8
115,3.8333333333333335,bee,0.964844,16,88,32,8
115,3.8333333333333335,egg,0.957031,136,88,16,8
115,3.8333333333333335,bee,0.867188,96,96,8,24
115,3.8333333333333335,egg,0.957031,120,96,8,8
115,3.8333333333333335,bee,0.996094,160,96,8,8
115,3.8333333333333335,egg,0.722656,16,120,8,8
115,3.8333333333333335,bee,0.914062,96,128,8,8
115,3.8333333333333335,egg,0.964844,80,136,16,32
115,3.8333333333333335,bee,0.996094,112,144,16,16
115,3.8333333333333335,bee,0.984375,184,144,16,8
115,3.8333333333333335,bee,0.957031,96,152,8,8
115,3.8333333333333335,bee,0.675781,184,160,8,8
115,3.8333333333333335,bee,0.714844,96,168,8,8
115,3.8333333333333335,bee,0.996094,152,168,8,8
115,3.8333333333333335,bee,0.996094,120,176,16,16
115,3.8333333333333335,bee,0.996094,168,176,8,16
115,3.8333333333333335,bee,0.90625,8,184,8,8
115,3.8333333333333335,egg,0.710938,64,184,16,8
115,3.8333333333333335,bee,0.578125,80,184,16,16
115,3.8333333333333335,bee,0.839844,176,200,8,8
115,3.8333333333333335,bee,0.5,96,208,8,8
120,4.0,bee,0.992188,40,16,8,24
120,4.0,bee,0.976562,64,16,8,8
120,4.0,bee,0.976562,88,24,32,40
120,4.0,bee,0.992188,64,32,16,16
120,4.0,bee,0.941406,24,40,8,16
120,4.0,bee,0.625,184,40,8,8
120,4.0,bee,0.652344,8,48,8,8
120,4.0,egg,0.976562,32,48,8,16
120,4.0,egg,0.984375,48,48,16,16
120,4.0,egg,0.96875,80,48,8,8
120,4.0,bee,0.921875,56,56,24,32
120,4.0,egg,0.714844,24,72,8,8
120,4.0,bee,0.996094,88,72,16,16
120,4.0,egg,0.988281,112,72,8,8
120,4.0,bee,0.996094,120,72,16,24
120,4.0,bee,0.964844,208,72,8,8
120,4.0,egg,0.996094,56,80,8,8
120,4.0,egg,0.757812,88,80,8,16
120,4.0,egg,0.921875,136,88,16,16
120,4.0,bee,0.996094,160,88,16,16
120,4.0,egg,0.984375,120,96,8,8
120,4.0,bee,0.984375,8,104,40,24
120,4.0,bee,0.996094,80,104,16,8
120,4.0,bee,0.550781,104,104,8,8
120,4.0,egg,0.554688,16,120,8,8
120,4.0,bee,0.960938,96,120,8,16
120,4.0,bee,0.652344,208,128,8,8
120,4.0,egg,0.964844,80,136,16,32
120,4.0,bee,0.996094,120,144,16,16
120,4.0,bee,0.90625,184,144,16,8
120,4.0,bee,0.953125,96,152,8,8
120,4.0,bee,0.878906,184,160,16,8
120,4.0,bee,0.714844,96,168,8,8
120,4.0,bee,0.996094,128,176,16,24
120,4.0,bee,0.992188,168,176,8,16
120,4.0,egg,0.664062,64,184,8,8
120,4.0,bee,0.980469,88,192,8,8
120,4.0,bee,0.925781,176,200,8,8
125,4.166666666666667,bee,0.972656,48,16,8,8
125,4.166666666666667,bee,0.867188,64,16,8,8
125,4.166666666666667,bee,0.949219,88,24,8,40
125,4.166666666666667,bee,0.988281,104,24,40,40
125,4.166666666666667,bee,0.71875,160,24,8,8
125,4.166666666666667,bee,0.90625,200,24,8,8
125,4.166666666666667,bee,0.652344,40,32,8,8
125,4.166666666666667,bee,0.996094,64,32,16,16
125,4.166666666666667,bee,0.980469,24,40,8,16
125,4.166666666666667,egg,0.566406,144,40,8,8
125,4.166666666666667,bee,0.984375,152,40,8,16
125,4.166666666666667,egg,0.972656,32,48,8,16
125,4.166666666666667,egg,0.980469,48,48,16,16
125,4.166666666666667,egg,0.992188,80,48,8,8
125,4.166666666666667,bee,0.925781,184,48,8,8
125,4.166666666666667,bee,0.875,56,56,24,32
125,4.166666666666667,egg,0.714844,24,72,8,8
125,4.166666666666667,bee,0.992188,88,72,16,16
125,4.166666666666667,egg,0.984375,112,72,8,8
125,4.166666666666667,bee,0.988281,120,72,16,16
125,4.166666666666667,bee,0.992188,208,72,8,16
125,4.166666666666667,egg,0.582031,96,80,8,8
125,4.166666666666667,egg,0.886719,136,88,16,16
125,4.166666666666667,bee,0.996094,160,88,16,16
125,4.166666666666667,bee,0.972656,80,96,32,16
125,4.166666666666667,egg,0.996094,120,96,8,8
125,4.166666666666667,bee,0.925781,8,104,8,8
125,4.166666666666667,bee,0.601562,48,104,8,8
125,4.166666666666667,bee,0.996094,120,112,40,16
125,4.166666666666667,bee,0.980469,96,120,8,16
125,4.166666666666667,egg,0.96875,24,128,16,32
125,4.166666666666667,bee,0.984375,56,128,24,16
125,4.166666666666667,bee,0.5,208,128,8,8
125,4.166666666666667,egg,0.96875,80,144,16,24
125,4.166666666666667,bee,0.988281,120,144,16,16
125,4.166666666666667,bee,0.917969,184,144,16,8
125,4.166666666666667,bee,0.90625,48,152,8,8
125,4.166666666666667,egg,0.957031,64,152,8,16
125,4.166666666666667,bee,0.964844,96,152,8,8
125,4.166666666666667,bee,0.90625,16,160,8,8
125,4.166666666666667,bee,0.953125,32,160,8,8
125,4.166666666666667,bee,0.8125,184,160,16,8
125,4.166666666666667,bee,0.5,72,168,8,8
125,4.166666666666667,bee,0.714844,96,168,8,8
125,4.166666666666667,bee,0.988281,128,168,24,32
125,4.166666666666667,bee,0.917969,168,176,8,8
125,4.166666666666667,egg,0.597656,64,184,8,8
125,4.166666666666667,bee,0.90625,88,192,8,8
130,4.333333333333333,bee,0.996094,40,16,32,32
130,4.333333333333333,egg,0.644531,72,24,8,8
130,4.333333333333333,bee,0.625,80,24,8,8
130,4.333333333333333,bee,0.976562,96,24,8,16
130,4.333333333333333,bee,0.980469,152,24,16,32
130,4.333333333333333,bee,0.878906,200,24,8,8
130,4.333333333333333,bee,0.953125,24,40,8,16
130,4.333333333333333,egg,0.570312,144,40,8,8
130,4.333333333333333,bee,0.527344,8,48,8,8
130,4.333333333333333,egg,0.984375,32,48,8,16
130,4.333333333333333,egg,0.992188,48,48,16,16
130,4.333333333333333,egg,0.996094,80,48,8,8
130,4.333333333333333,bee,0.976562,192,48,8,8
130,4.333333333333333,egg,0.578125,16,56,8,8
130,4.333333333333333,bee,0.960938,56,56,24,32
130,4.333333333333333,bee,0.976562,24,64,24,32
130,4.333333333333333,egg,0.839844,24,72,8,8
130,4.333333333333333,bee,0.996094,88,72,8,8
130,4.333333333333333,egg,0.980469,112,72,16,8
130,4.333333333333333,bee,0.996094,120,72,16,24
130,4.333333333333333,bee,0.972656,208,72,8,8
130,4.333333333333333,egg,0.996094,64,88,32,40
130,4.333333333333333,egg,0.945312,136,88,16,16
130,4.333333333333333,bee,0.996094,160,88,16,16
130,4.333333333333333,egg,0.996094,120,96,8,8
130,4.333333333333333,bee,0.960938,8,104,8,8
130,4.333333333333333,bee,0.984375,24,104,16,24
130,4.333333333333333,bee,0.621094,48,104,8,16
130,4.333333333333333,bee,0.988281,80,104,32,8
130,4.333333333333333,bee,0.992188,120,112,40,16
130,4.333333333333333,bee,0.972656,96,120,8,16
130,4.333333333333333,egg,0.960938,24,128,16,32
130,4.333333333333333,bee,0.992188,48,128,16,32
130,4.333333333333333,bee,0.628906,208,128,8,8
130,4.333333333333333,egg,0.972656,80,136,16,32
130,4.333333333333333,bee,0.960938,120,144,16,16
130,4.333333333333333,bee,0.921875,184,144,16,8
130,4.333333333333333,egg,0.957031,56,152,16,16
130,4.333333333333333,bee,0.960938,96,152,8,8
130,4.333333333333333,bee,0.757812,16,160,8,8
130,4.333333333333333,bee,0.695312,184,160,16,8
130,4.333333333333333,bee,0.757812,96,168,8,8
130,4.333333333333333,bee,0.953125,128,168,16,32
130,4.333333333333333,bee,0.980469,168,176,8,8
130,4.333333333333333,egg,0.597656,64,184,8,8
130,4.333333333333333,bee,0.921875,88,192,8,8
135,4.5,bee,0.886719,24,8,24,48
135,4.5,bee,0.648438,80,24,8,8
135,4.5,bee,0.992188,96,24,8,16
135,4.5,bee,0.984375,176,24,8,16
135,4.5,bee,0.996094,64,40,8,8
135,4.5,egg,0.628906,144,40,8,8
135,4.5,bee,0.808594,152,40,8,16
135,4.5,egg,0.964844,32,48,8,16
135,4.5,egg,0.996094,48,48,16,16
135,4.5,egg,0.992188,80,48,8,8
135,4.5,egg,0.625,16,56,8,8
135,4.5,bee,0.867188,192,56,16,8
135,4.5,egg,0.550781,24,72,8,8
135,4.5,bee,0.996094,88,72,16,8
135,4.5,egg,0.964844,112,72,16,8
135,4.5,bee,0.996094,128,72,8,16
135,4.5,bee,0.890625,208,72,8,8
135,4.5,egg,0.996094,88,80,8,16
135,4.5,egg,0.921875,136,88,16,16
135,4.5,bee,0.996094,160,88,16,16
135,4.5,bee,0.96875,88,96,16,16
135,4.5,egg,0.996094,120,96,8,8
135,4.5,bee,0.929688,8,104,8,8
135,4.5,bee,0.953125,48,104,8,16
135,4.5,bee,0.996094,24,112,16,16
135,4.5,bee,0.996094,120,112,40,16
135,4.5,bee,0.988281,96,120,8,16
135,4.5,egg,0.96875,24,128,16,32
135,4.5,bee,0.996094,56,128,24,16
135,4.5,bee,0.652344,208,128,8,8
135,4.5,egg,0.957031,80,136,16,32
135,4.5,bee,0.929688,120,144,16,16
135,4.5,bee,0.960938,184,144,8,8
135,4.5,bee,0.964844,48,152,8,16
135,4.5,bee,0.964844,96,152,8,8
135,4.5,bee,0.578125,208,152,8,8
135,4.5,bee,0.5,16,160,8,8
135,4.5,bee,0.980469,32,160,8,8
135,4.5,bee,0.878906,184,160,16,8
135,4.5,bee,0.714844,96,168,8,8
135,4.5,bee,0.988281,136,168,16,8
135,4.5,egg,0.578125,40,176,8,8
135,4.5,bee,0.9375,160,176,16,8
135,4.5,egg,0.621094,56,184,16,8
135,4.5,bee,0.867188,128,184,16,16
135,4.5,bee,0.628906,88,192,8,8
135,4.5,bee,0.5,168,192,8,8
140,4.666666666666667,bee,0.988281,16,16,40,112
140,4.666666666666667,bee,0.984375,96,24,8,16
140,4.666666666666667,bee,0.996094,112,24,8,8
140,4.666666666666667,bee,0.988281,128,24,8,8
140,4.666666666666667,egg,0.898438,136,32,8,16
140,4.666666666666667,bee,0.695312,176,32,8,8
140,4.666666666666667,bee,0.949219,152,40,8,16
140,4.666666666666667,egg,0.953125,32,48,8,16
140,4.666666666666667,egg,0.996094,48,48,24,16
140,4.666666666666667,egg,0.988281,80,48,8,8
140,4.666666666666667,egg,0.644531,128,64,8,8
140,4.666666666666667,bee,0.925781,192,64,8,8
140,4.666666666666667,egg,0.867188,24,72,8,8
140,4.666666666666667,bee,0.898438,72,72,8,16
140,4.666666666666667,bee,0.996094,88,72,16,8
140,4.666666666666667,egg,0.671875,112,72,8,8
140,4.666666666666667,bee,0.996094,136,72,16,8
140,4.666666666666667,egg,0.996094,88,80,8,16
140,4.666666666666667,bee,0.984375,120,80,8,8
140,4.666666666666667,egg,0.957031,136,88,16,16
140,4.666666666666667,bee,0.996094,160,88,16,16
140,4.666666666666667,bee,0.980469,88,96,16,16
140,4.666666666666667,egg,0.996094,120,96,8,8
140,4.666666666666667,bee,0.996094,120,112,40,16
140,4.666666666666667,bee,0.980469,96,120,8,16
140,4.666666666666667,egg,0.953125,24,128,16,32
140,4.666666666666667,bee,0.996094,56,128,24,16
140,4.666666666666667,bee,0.957031,208,128,8,8
140,4.666666666666667,egg,0.960938,80,136,16,32
140,4.666666666666667,bee,0.929688,184,136,8,16
140,4.666666666666667,bee,0.996094,120,144,32,32
140,4.666666666666667,bee,0.808594,48,152,8,8
140,4.666666666666667,bee,0.953125,96,152,8,8
140,4.666666666666667,bee,0.527344,208,152,8,8
140,4.666666666666667,bee,0.695312,16,160,8,8
140,4.666666666666667,bee,0.988281,32,160,8,8
140,4.666666666666667,bee,0.828125,184,160,8,8
140,4.666666666666667,bee,0.5,72,168,8,8
140,4.666666666666667,bee,0.671875,96,168,8,8
140,4.666666666666667,bee,0.890625,160,168,8,16
140,4.666666666666667,egg,0.621094,64,184,8,8
140,4.666666666666667,bee,0.695312,128,184,16,16
140,4.666666666666667,bee,0.550781,168,192,8,8
140,4.666666666666667,bee,0.527344,88,208,8,8
145,4.833333333333333,bee,0.988281,8,16,64,104
145,4.833333333333333,bee,0.929688,96,24,8,16
145,4.833333333333333,bee,0.992188,112,24,8,8
145,4.833333333333333,bee,0.984375,128,24,8,8
145,4.833333333333333,egg,0.890625,136,32,8,8
145,4.833333333333333,bee,0.625,176,32,8,8
145,4.833333333333333,egg,0.914062,32,48,8,16
145,4.833333333333333,egg,0.996094,48,48,24,16
145,4.833333333333333,egg,0.972656,80,48,8,8
145,4.833333333333333,egg,0.894531,128,64,8,8
145,4.833333333333333,bee,0.972656,192,64,8,16
145,4.833333333333333,egg,0.878906,24,72,8,8
145,4.833333333333333,bee,0.996094,88,72,16,8
145,4.833333333333333,bee,0.996094,136,72,16,16
145,4.833333333333333,bee,0.984375,120,80,8,8
145,4.833333333333333,egg,0.996094,72,88,16,16
145,4.833333333333333,bee,0.839844,96,88,16,16
145,4.833333333333333,egg,0.957031,136,88,16,16
145,4.833333333333333,bee,0.996094,160,88,8,16
145,4.833333333333333,egg,0.996094,120,96,8,8
145,4.833333333333333,egg,0.996094,72,112,32,16
145,4.833333333333333,bee,0.992188,120,112,24,16
145,4.833333333333333,bee,0.980469,96,120,8,16
145,4.833333333333333,bee,0.738281,152,120,8,8
145,4.833333333333333,egg,0.921875,24,128,16,32
145,4.833333333333333,bee,0.996094,48,128,24,32
145,4.833333333333333,bee,0.988281,208,128,8,8
145,4.833333333333333,egg,0.96875,80,136,16,32
145,4.833333333333333,bee,0.953125,184,136,8,16
145,4.833333333333333,bee,0.992188,120,144,32,24
145,4.833333333333333,bee,0.953125,96,152,8,8
145,4.833333333333333,bee,0.992188,32,160,8,8
145,4.833333333333333,bee,0.898438,184,160,16,8
145,4.833333333333333,bee,0.71875,96,168,8,8
145,4.833333333333333,bee,0.8125,160,168,8,8
145,4.833333333333333,egg,0.597656,64,184,8,8
145,4.833333333333333,bee,0.675781,128,184,8,16
150,5.0,bee,0.996094,8,16,72,136
150,5.0,bee,0.984375,96,24,8,16
150,5.0,bee,0.996094,144,40,16,8
150,5.0,egg,0.980469,32,48,8,16
150,5.0,egg,0.988281,56,48,24,16
150,5.0,bee,0.925781,192,48,8,8
150,5.0,egg,0.851562,128,56,8,16
150,5.0,egg,0.839844,24,72,8,8
150,5.0,bee,0.988281,120,72,8,16
150,5.0,bee,0.996094,136,72,16,16
150,5.0,bee,0.867188,192,72,8,8
150,5.0,egg,0.996094,88,80,8,16
150,5.0,bee,0.628906,208,80,8,8
150,5.0,egg,0.996094,72,88,8,16
150,5.0,egg,0.964844,136,88,16,16
150,5.0,bee,0.996094,160,88,8,16
150,5.0,egg,0.996094,120,96,8,8
150,5.0,egg,0.996094,80,104,16,24
150,5.0,bee,0.992188,120,112,24,16
150,5.0,bee,0.550781,152,120,8,8
150,5.0,egg,0.980469,24,128,16,32
150,5.0,bee,0.984375,208,128,8,8
150,5.0,egg,0.960938,80,136,16,32
150,5.0,bee,0.996094,120,144,32,8
150,5.0,bee,0.898438,184,144,16,8
150,5.0,bee,0.839844,208,152,8,8
150,5.0,bee,0.988281,152,160,16,16
150,5.0,bee,0.792969,184,160,16,8
150,5.0,egg,0.550781,40,176,8,8
150,5.0,egg,0.546875,64,184,8,8
150,5.0,bee,0.828125,128,184,16,16
150,5.0,bee,0.953125,96,192,8,8
155,5.166666666666667,bee,0.71875,88,8,8,8
155,5.166666666666667,bee,0.527344,32,16,8,8
155,5.166666666666667,bee,0.992188,48,16,8,8
155,5.166666666666667,bee,0.886719,80,24,8,8
155,5.166666666666667,bee,0.90625,96,24,8,8
155,5.166666666666667,bee,0.527344,208,24,8,8
155,5.166666666666667,bee,0.878906,32,32,8,16
155,5.166666666666667,bee,0.953125,168,40,16,8
155,5.166666666666667,egg,0.992188,32,48,8,16
155,5.166666666666667,bee,0.898438,48,48,8,8
155,5.166666666666667,egg,0.988281,80,48,8,8
155,5.166666666666667,bee,0.921875,16,56,8,16
155,5.166666666666667,egg,0.613281,56,56,16,8
155,5.166666666666667,egg,0.921875,128,56,16,16
155,5.166666666666667,bee,0.917969,192,56,8,8
155,5.166666666666667,egg,0.738281,24,72,8,8
155,5.166666666666667,bee,0.996094,88,72,16,8
155,5.166666666666667,bee,0.988281,120,72,8,16
155,5.166666666666667,bee,0.996094,144,72,16,8
155,5.166666666666667,bee,0.8125,184,72,16,8
155,5.166666666666667,egg,0.996094,72,88,16,16
155,5.166666666666667,bee,0.929688,104,88,8,16
155,5.166666666666667,egg,0.996094,120,88,8,16
155,5.166666666666667,egg,0.972656,136,88,16,16
155,5.166666666666667,bee,0.996094,160,88,8,16
155,5.166666666666667,bee,0.652344,208,88,8,8
155,5.166666666666667,bee,0.996094,80,96,8,16
155,5.166666666666667,egg,0.796875,40,104,8,8
155,5.166666666666667,bee,0.996094,120,112,24,16
155,5.166666666666667,bee,0.976562,96,120,8,16
155,5.166666666666667,bee,0.625,152,120,8,8
155,5.166666666666667,egg,0.96875,24,128,16,32
155,5.166666666666667,bee,0.996094,64,128,16,8
155,5.166666666666667,bee,0.949219,208,128,8,8
155,5.166666666666667,egg,0.945312,80,136,16,32
155,5.166666666666667,bee,0.996094,120,136,16,16
155,5.166666666666667,bee,0.929688,144,136,16,8
155,5.166666666666667,bee,0.757812,64,144,8,8
155,5.166666666666667,bee,0.90625,184,144,8,8
155,5.166666666666667,bee,0.9375,96,152,8,8
155,5.166666666666667,bee,0.550781,208,152,8,8
155,5.166666666666667,bee,0.867188,8,160,16,8
155,5.166666666666667,bee,0.9375,32,160,8,8
155,5.166666666666667,bee,0.996094,144,160,24,16
155,5.166666666666667,bee,0.855469,192,160,8,8
155,5.166666666666667,bee,0.574219,72,168,8,8
155,5.166666666666667,bee,0.625,96,168,8,8
155,5.166666666666667,egg,0.644531,56,176,16,16
155,5.166666666666667,bee,0.71875,128,184,16,16
155,5.166666666666667,bee,0.992188,96,192,8,8
155,5.166666666666667,bee,0.5,168,200,8,8
160,5.333333333333333,bee,0.996094,48,16,8,8
160,5.333333333333333,bee,0.777344,64,16,24,16
160,5.333333333333333,bee,0.867188,32,32,8,16
160,5.333333333333333,bee,0.867188,208,32,8,8
160,5.333333333333333,bee,0.957031,176,40,8,8
160,5.333333333333333,egg,0.980469,32,48,8,16
160,5.333333333333333,egg,0.976562,80,48,8,8
160,5.333333333333333,egg,0.550781,56,56,16,8
160,5.333333333333333,egg,0.914062,128,56,16,16
160,5.333333333333333,bee,0.601562,160,56,8,8
160,5.333333333333333,bee,0.71875,16,64,8,8
160,5.333333333333333,bee,0.917969,32,64,8,16
160,5.333333333333333,egg,0.777344,24,72,8,8
160,5.333333333333333,bee,0.972656,184,72,16,16
160,5.333333333333333,egg,0.996094,72,88,16,16
160,5.333333333333333,egg,0.996094,120,88,8,16
160,5.333333333333333,egg,0.976562,136,88,16,16
160,5.333333333333333,bee,0.929688,208,88,8,8
160,5.333333333333333,egg,0.800781,40,104,8,8
160,5.333333333333333,egg,0.96875,24,128,16,32
160,5.333333333333333,bee,0.972656,208,128,8,8
160,5.333333333333333,egg,0.949219,80,136,16,32
160,5.333333333333333,bee,0.929688,184,144,8,8
160,5.333333333333333,bee,0.792969,192,160,8,8
160,5.333333333333333,bee,0.996094,160,168,8,8
160,5.333333333333333,egg,0.710938,56,176,16,16
160,5.333333333333333,bee,0.9375,96,192,8,16
160,5.333333333333333,bee,0.777344,128,192,16,8
165,5.5,bee,0.578125,88,8,8,8
165,5.5,bee,0.917969,104,8,8,8
165,5.5,bee,0.550781,32,16,8,8
165,5.5,bee,0.953125,48,16,8,8
165,5.5,bee,0.757812,80,24,24,8
165,5.5,bee,0.996094,112,24,8,8
165,5.5,bee,0.949219,128,24,8,8
165,5.5,bee,0.988281,8,32,48,104
165,5.5,bee,0.917969,208,32,8,8
165,5.5,bee,0.996094,80,40,24,40
165,5.5,egg,0.996094,32,48,8,16
165,5.5,egg,0.992188,80,48,8,8
165,5.5,egg,0.808594,128,64,8,8
165,5.5,egg,0.824219,24,72,8,8
165,5.5,bee,0.996094,192,72,8,16
165,5.5,egg,0.996094,88,80,8,16
165,5.5,egg,0.980469,72,88,8,16
165,5.5,egg,0.949219,136,88,16,16
165,5.5,bee,0.996094,208,88,8,16
165,5.5,egg,0.996094,120,96,8,8
165,5.5,egg,0.859375,40,104,8,8
165,5.5,egg,0.984375,24,128,16,32
165,5.5,bee,0.96875,208,128,8,8
165,5.5,egg,0.960938,80,136,16,32
165,5.5,bee,0.925781,16,160,8,8
165,5.5,bee,0.621094,32,160,8,8
165,5.5,egg,0.667969,56,176,16,16
170,5.666666666666667,bee,0.988281,104,8,8,8
170,5.666666666666667,bee,0.550781,32,16,8,8
170,5.666666666666667,bee,0.980469,48,16,16,8
170,5.666666666666667,bee,0.996094,104,24,64,80
170,5.666666666666667,egg,0.644531,136,32,8,8
170,5.666666666666667,bee,0.5,208,32,8,8
170,5.666666666666667,bee,0.738281,176,40,16,8
170,5.666666666666667,egg,0.988281,32,48,8,16
